"","Sample.name","title","source.name","organism","characteristics..age","characteristics..developmental.stage","characteristics..sex","molecule","description","processed.data.file","raw.file","BioSample","Instrument.Model","Sample.name.new"
"J11_384Bulk_Plate1_S227","J11_384Bulk_Plate1_S227","Tabula Muris Senis (bulk RNA seq)","GAT_3","Mus musculus C57/BL6","6","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127125","SAMN11855102","Illumina NovaSeq 6000","GAT_3-m-6"
"J11_384Bulk_Plate2_S227","J11_384Bulk_Plate2_S227","Tabula Muris Senis (bulk RNA seq)","Brain_56","Mus musculus C57/BL6","3","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127126","SAMN11855103","Illumina NovaSeq 6000","Brain_56-m-3"
"J11_384Bulk_Plate3_S227","J11_384Bulk_Plate3_S227","Tabula Muris Senis (bulk RNA seq)","Kidney_34","Mus musculus C57/BL6","27","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127451","SAMN11855104","Illumina NovaSeq 6000","Kidney_34-m-27"
"J12_384Bulk_Plate1_S228","J12_384Bulk_Plate1_S228","Tabula Muris Senis (bulk RNA seq)","Small_Intestine_36","Mus musculus C57/BL6","9","months postnatal","f","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127192","SAMN11855105","Illumina NovaSeq 6000","Small_Intestine_36-f-9"
"J12_384Bulk_Plate2_S228","J12_384Bulk_Plate2_S228","Tabula Muris Senis (bulk RNA seq)","Kidney_28","Mus musculus C57/BL6","1","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127572","SAMN11855106","Illumina NovaSeq 6000","Kidney_28-m-1"
"J12_384Bulk_Plate3_S228","J12_384Bulk_Plate3_S228","Tabula Muris Senis (bulk RNA seq)","Pancreas_2","Mus musculus C57/BL6","3","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127571","SAMN11855107","Illumina NovaSeq 6000","Pancreas_2-m-3"
"J13_384Bulk_Plate1_S229","J13_384Bulk_Plate1_S229","Tabula Muris Senis (bulk RNA seq)","SCAT_31","Mus musculus C57/BL6","21","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127574","SAMN11855108","Illumina NovaSeq 6000","SCAT_31-m-21"
"J13_384Bulk_Plate2_S229","J13_384Bulk_Plate2_S229","Tabula Muris Senis (bulk RNA seq)","Pancreas_42","Mus musculus C57/BL6","9","months postnatal","f","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127573","SAMN11855109","Illumina NovaSeq 6000","Pancreas_42-f-9"
"J13_384Bulk_Plate3_S229","J13_384Bulk_Plate3_S229","Tabula Muris Senis (bulk RNA seq)","Kidney_30","Mus musculus C57/BL6","18","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127568","SAMN11855110","Illumina NovaSeq 6000","Kidney_30-m-18"
"J14_384Bulk_Plate1_S230","J14_384Bulk_Plate1_S230","Tabula Muris Senis (bulk RNA seq)","Pancreas_55","Mus musculus C57/BL6","6","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127567","SAMN11855111","Illumina NovaSeq 6000","Pancreas_55-m-6"
"J14_384Bulk_Plate2_S230","J14_384Bulk_Plate2_S230","Tabula Muris Senis (bulk RNA seq)","SCAT_36","Mus musculus C57/BL6","27","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127476","SAMN11855112","Illumina NovaSeq 6000","SCAT_36-m-27"
"J14_384Bulk_Plate3_S230","J14_384Bulk_Plate3_S230","Tabula Muris Senis (bulk RNA seq)","NA8","Mus musculus C57/BL6","NA8","months postnatal","missing","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127473","SAMN11855113","Illumina NovaSeq 6000","NA8-missing-NA8"
"J15_384Bulk_Plate1_S231","J15_384Bulk_Plate1_S231","Tabula Muris Senis (bulk RNA seq)","Limb_Muscle_29","Mus musculus C57/BL6","9","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127457","SAMN11855114","Illumina NovaSeq 6000","Limb_Muscle_29-m-9"
"J15_384Bulk_Plate2_S231","J15_384Bulk_Plate2_S231","Tabula Muris Senis (bulk RNA seq)","Limb_Muscle_6","Mus musculus C57/BL6","24","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127455","SAMN11855115","Illumina NovaSeq 6000","Limb_Muscle_6-m-24"
"J16_384Bulk_Plate1_S232","J16_384Bulk_Plate1_S232","Tabula Muris Senis (bulk RNA seq)","MAT_24","Mus musculus C57/BL6","9","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127088","SAMN11855116","Illumina NovaSeq 6000","MAT_24-m-9"
"J16_384Bulk_Plate2_S232","J16_384Bulk_Plate2_S232","Tabula Muris Senis (bulk RNA seq)","Bone_1","Mus musculus C57/BL6","9","months postnatal","f","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127090","SAMN11855117","Illumina NovaSeq 6000","Bone_1-f-9"
"J17_384Bulk_Plate1_S233","J17_384Bulk_Plate1_S233","Tabula Muris Senis (bulk RNA seq)","Spleen_44","Mus musculus C57/BL6","21","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127287","SAMN11855118","Illumina NovaSeq 6000","Spleen_44-m-21"
"J17_384Bulk_Plate2_S233","J17_384Bulk_Plate2_S233","Tabula Muris Senis (bulk RNA seq)","Small_Intestine_13","Mus musculus C57/BL6","1","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127288","SAMN11855119","Illumina NovaSeq 6000","Small_Intestine_13-m-1"
"J18_384Bulk_Plate1_S234","J18_384Bulk_Plate1_S234","Tabula Muris Senis (bulk RNA seq)","Liver_17","Mus musculus C57/BL6","21","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127285","SAMN11855120","Illumina NovaSeq 6000","Liver_17-m-21"
"J18_384Bulk_Plate2_S234","J18_384Bulk_Plate2_S234","Tabula Muris Senis (bulk RNA seq)","Heart_11","Mus musculus C57/BL6","18","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127286","SAMN11855121","Illumina NovaSeq 6000","Heart_11-m-18"
"J19_384Bulk_Plate1_S235","J19_384Bulk_Plate1_S235","Tabula Muris Senis (bulk RNA seq)","Spleen_12","Mus musculus C57/BL6","15","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127283","SAMN11855122","Illumina NovaSeq 6000","Spleen_12-m-15"
"J19_384Bulk_Plate2_S235","J19_384Bulk_Plate2_S235","Tabula Muris Senis (bulk RNA seq)","Brain_45","Mus musculus C57/BL6","6","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127284","SAMN11855123","Illumina NovaSeq 6000","Brain_45-m-6"
"J2_384Bulk_Plate1_S218","J2_384Bulk_Plate1_S218","Tabula Muris Senis (bulk RNA seq)","MAT_20","Mus musculus C57/BL6","15","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127000","SAMN11855124","Illumina NovaSeq 6000","MAT_20-m-15"
"J2_384Bulk_Plate2_S218","J2_384Bulk_Plate2_S218","Tabula Muris Senis (bulk RNA seq)","WBC_39","Mus musculus C57/BL6","21","months postnatal","f","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127003","SAMN11855125","Illumina NovaSeq 6000","WBC_39-f-21"
"J2_384Bulk_Plate3_S218","J2_384Bulk_Plate3_S218","Tabula Muris Senis (bulk RNA seq)","Small_Intestine_29","Mus musculus C57/BL6","3","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127517","SAMN11855126","Illumina NovaSeq 6000","Small_Intestine_29-m-3"
"J20_384Bulk_Plate1_S236","J20_384Bulk_Plate1_S236","Tabula Muris Senis (bulk RNA seq)","Kidney_13","Mus musculus C57/BL6","21","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127516","SAMN11855127","Illumina NovaSeq 6000","Kidney_13-m-21"
"J20_384Bulk_Plate2_S236","J20_384Bulk_Plate2_S236","Tabula Muris Senis (bulk RNA seq)","Small_Intestine_11","Mus musculus C57/BL6","3","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127515","SAMN11855128","Illumina NovaSeq 6000","Small_Intestine_11-m-3"
"J21_384Bulk_Plate1_S237","J21_384Bulk_Plate1_S237","Tabula Muris Senis (bulk RNA seq)","Limb_Muscle_37","Mus musculus C57/BL6","27","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127514","SAMN11855129","Illumina NovaSeq 6000","Limb_Muscle_37-m-27"
"J21_384Bulk_Plate2_S237","J21_384Bulk_Plate2_S237","Tabula Muris Senis (bulk RNA seq)","Bone_42","Mus musculus C57/BL6","3","months postnatal","f","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127521","SAMN11855130","Illumina NovaSeq 6000","Bone_42-f-3"
"J22_384Bulk_Plate1_S238","J22_384Bulk_Plate1_S238","Tabula Muris Senis (bulk RNA seq)","WBC_40","Mus musculus C57/BL6","24","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127520","SAMN11855131","Illumina NovaSeq 6000","WBC_40-m-24"
"J22_384Bulk_Plate2_S238","J22_384Bulk_Plate2_S238","Tabula Muris Senis (bulk RNA seq)","Spleen_41","Mus musculus C57/BL6","12","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127519","SAMN11855132","Illumina NovaSeq 6000","Spleen_41-m-12"
"J23_384Bulk_Plate1_S239","J23_384Bulk_Plate1_S239","Tabula Muris Senis (bulk RNA seq)","MAT_43","Mus musculus C57/BL6","12","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127518","SAMN11855133","Illumina NovaSeq 6000","MAT_43-m-12"
"J23_384Bulk_Plate2_S239","J23_384Bulk_Plate2_S239","Tabula Muris Senis (bulk RNA seq)","Spleen_34","Mus musculus C57/BL6","27","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127523","SAMN11855134","Illumina NovaSeq 6000","Spleen_34-m-27"
"J3_384Bulk_Plate1_S219","J3_384Bulk_Plate1_S219","Tabula Muris Senis (bulk RNA seq)","SCAT_24","Mus musculus C57/BL6","24","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127522","SAMN11855135","Illumina NovaSeq 6000","SCAT_24-m-24"
"J3_384Bulk_Plate2_S219","J3_384Bulk_Plate2_S219","Tabula Muris Senis (bulk RNA seq)","Kidney_51","Mus musculus C57/BL6","9","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127400","SAMN11855136","Illumina NovaSeq 6000","Kidney_51-m-9"
"J3_384Bulk_Plate3_S219","J3_384Bulk_Plate3_S219","Tabula Muris Senis (bulk RNA seq)","Limb_Muscle_42","Mus musculus C57/BL6","6","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9126909","SAMN11855137","Illumina NovaSeq 6000","Limb_Muscle_42-m-6"
"J4_384Bulk_Plate1_S220","J4_384Bulk_Plate1_S220","Tabula Muris Senis (bulk RNA seq)","Marrow_48","Mus musculus C57/BL6","18","months postnatal","f","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9126910","SAMN11855138","Illumina NovaSeq 6000","Marrow_48-f-18"
"J4_384Bulk_Plate2_S220","J4_384Bulk_Plate2_S220","Tabula Muris Senis (bulk RNA seq)","Limb_Muscle_49","Mus musculus C57/BL6","3","months postnatal","f","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9126911","SAMN11855139","Illumina NovaSeq 6000","Limb_Muscle_49-f-3"
"J4_384Bulk_Plate3_S220","J4_384Bulk_Plate3_S220","Tabula Muris Senis (bulk RNA seq)","MAT_21","Mus musculus C57/BL6","1","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9126904","SAMN11855140","Illumina NovaSeq 6000","MAT_21-m-1"
"J5_384Bulk_Plate1_S221","J5_384Bulk_Plate1_S221","Tabula Muris Senis (bulk RNA seq)","Pancreas_38","Mus musculus C57/BL6","21","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9126905","SAMN11855141","Illumina NovaSeq 6000","Pancreas_38-m-21"
"J5_384Bulk_Plate2_S221","J5_384Bulk_Plate2_S221","Tabula Muris Senis (bulk RNA seq)","Brain_49","Mus musculus C57/BL6","6","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9126906","SAMN11855142","Illumina NovaSeq 6000","Brain_49-m-6"
"J5_384Bulk_Plate3_S221","J5_384Bulk_Plate3_S221","Tabula Muris Senis (bulk RNA seq)","Small_Intestine_48","Mus musculus C57/BL6","6","months postnatal","f","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9126907","SAMN11855143","Illumina NovaSeq 6000","Small_Intestine_48-f-6"
"J6_384Bulk_Plate1_S222","J6_384Bulk_Plate1_S222","Tabula Muris Senis (bulk RNA seq)","Pancreas_15","Mus musculus C57/BL6","12","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9126912","SAMN11855144","Illumina NovaSeq 6000","Pancreas_15-m-12"
"J6_384Bulk_Plate2_S222","J6_384Bulk_Plate2_S222","Tabula Muris Senis (bulk RNA seq)","Pancreas_45","Mus musculus C57/BL6","6","months postnatal","f","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9126913","SAMN11855145","Illumina NovaSeq 6000","Pancreas_45-f-6"
"J6_384Bulk_Plate3_S222","J6_384Bulk_Plate3_S222","Tabula Muris Senis (bulk RNA seq)","Pancreas_12","Mus musculus C57/BL6","15","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127397","SAMN11855146","Illumina NovaSeq 6000","Pancreas_12-m-15"
"J7_384Bulk_Plate1_S223","J7_384Bulk_Plate1_S223","Tabula Muris Senis (bulk RNA seq)","Bone_11","Mus musculus C57/BL6","24","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127396","SAMN11855147","Illumina NovaSeq 6000","Bone_11-m-24"
"J7_384Bulk_Plate2_S223","J7_384Bulk_Plate2_S223","Tabula Muris Senis (bulk RNA seq)","BAT_46","Mus musculus C57/BL6","18","months postnatal","f","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127399","SAMN11855148","Illumina NovaSeq 6000","BAT_46-f-18"
"J7_384Bulk_Plate3_S223","J7_384Bulk_Plate3_S223","Tabula Muris Senis (bulk RNA seq)","Marrow_21","Mus musculus C57/BL6","3","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127398","SAMN11855149","Illumina NovaSeq 6000","Marrow_21-m-3"
"J8_384Bulk_Plate1_S224","J8_384Bulk_Plate1_S224","Tabula Muris Senis (bulk RNA seq)","Heart_52","Mus musculus C57/BL6","9","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127401","SAMN11855150","Illumina NovaSeq 6000","Heart_52-m-9"
"J8_384Bulk_Plate2_S224","J8_384Bulk_Plate2_S224","Tabula Muris Senis (bulk RNA seq)","GAT_18","Mus musculus C57/BL6","3","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127002","SAMN11855151","Illumina NovaSeq 6000","GAT_18-m-3"
"J8_384Bulk_Plate3_S224","J8_384Bulk_Plate3_S224","Tabula Muris Senis (bulk RNA seq)","Brain_15","Mus musculus C57/BL6","12","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127403","SAMN11855152","Illumina NovaSeq 6000","Brain_15-m-12"
"J9_384Bulk_Plate1_S225","J9_384Bulk_Plate1_S225","Tabula Muris Senis (bulk RNA seq)","Pancreas_47","Mus musculus C57/BL6","18","months postnatal","f","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127402","SAMN11855153","Illumina NovaSeq 6000","Pancreas_47-f-18"
"J9_384Bulk_Plate2_S225","J9_384Bulk_Plate2_S225","Tabula Muris Senis (bulk RNA seq)","WBC_35","Mus musculus C57/BL6","15","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127393","SAMN11855154","Illumina NovaSeq 6000","WBC_35-m-15"
"J9_384Bulk_Plate3_S225","J9_384Bulk_Plate3_S225","Tabula Muris Senis (bulk RNA seq)","Brain_18","Mus musculus C57/BL6","6","months postnatal","f","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127392","SAMN11855155","Illumina NovaSeq 6000","Brain_18-f-6"
"K1_384Bulk_Plate1_S241","K1_384Bulk_Plate1_S241","Tabula Muris Senis (bulk RNA seq)","Lung_35","Mus musculus C57/BL6","18","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127030","SAMN11855156","Illumina NovaSeq 6000","Lung_35-m-18"
"K1_384Bulk_Plate2_S241","K1_384Bulk_Plate2_S241","Tabula Muris Senis (bulk RNA seq)","BAT_2","Mus musculus C57/BL6","21","months postnatal","f","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127031","SAMN11855157","Illumina NovaSeq 6000","BAT_2-f-21"
"K1_384Bulk_Plate3_S241","K1_384Bulk_Plate3_S241","Tabula Muris Senis (bulk RNA seq)","BAT_40","Mus musculus C57/BL6","6","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127019","SAMN11855158","Illumina NovaSeq 6000","BAT_40-m-6"
"K10_384Bulk_Plate2_S250","K10_384Bulk_Plate2_S250","Tabula Muris Senis (bulk RNA seq)","Spleen_14","Mus musculus C57/BL6","6","months postnatal","f","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9126846","SAMN11855159","Illumina NovaSeq 6000","Spleen_14-f-6"
"K10_384Bulk_Plate3_S250","K10_384Bulk_Plate3_S250","Tabula Muris Senis (bulk RNA seq)","Marrow_13","Mus musculus C57/BL6","9","months postnatal","f","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127349","SAMN11855160","Illumina NovaSeq 6000","Marrow_13-f-9"
"K11_384Bulk_Plate1_S251","K11_384Bulk_Plate1_S251","Tabula Muris Senis (bulk RNA seq)","Heart_31","Mus musculus C57/BL6","9","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127350","SAMN11855161","Illumina NovaSeq 6000","Heart_31-m-9"
"K11_384Bulk_Plate2_S251","K11_384Bulk_Plate2_S251","Tabula Muris Senis (bulk RNA seq)","Skin_26","Mus musculus C57/BL6","18","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127347","SAMN11855162","Illumina NovaSeq 6000","Skin_26-m-18"
"K11_384Bulk_Plate3_S251","K11_384Bulk_Plate3_S251","Tabula Muris Senis (bulk RNA seq)","Liver_4","Mus musculus C57/BL6","21","months postnatal","f","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127348","SAMN11855163","Illumina NovaSeq 6000","Liver_4-f-21"
"K12_384Bulk_Plate1_S252","K12_384Bulk_Plate1_S252","Tabula Muris Senis (bulk RNA seq)","GAT_31","Mus musculus C57/BL6","1","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127550","SAMN11855164","Illumina NovaSeq 6000","GAT_31-m-1"
"K12_384Bulk_Plate2_S252","K12_384Bulk_Plate2_S252","Tabula Muris Senis (bulk RNA seq)","Heart_49","Mus musculus C57/BL6","6","months postnatal","f","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9127558","SAMN11855165","Illumina NovaSeq 6000","Heart_49-f-6"
"K12_384Bulk_Plate3_S252","K12_384Bulk_Plate3_S252","Tabula Muris Senis (bulk RNA seq)","Bone_41","Mus musculus C57/BL6","27","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9126837","SAMN11855166","Illumina NovaSeq 6000","Bone_41-m-27"
"K13_384Bulk_Plate1_S253","K13_384Bulk_Plate1_S253","Tabula Muris Senis (bulk RNA seq)","Liver_24","Mus musculus C57/BL6","12","months postnatal","f","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9126838","SAMN11855167","Illumina NovaSeq 6000","Liver_24-f-12"
"K13_384Bulk_Plate2_S253","K13_384Bulk_Plate2_S253","Tabula Muris Senis (bulk RNA seq)","Lung_44","Mus musculus C57/BL6","15","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9126835","SAMN11855168","Illumina NovaSeq 6000","Lung_44-m-15"
"K13_384Bulk_Plate3_S253","K13_384Bulk_Plate3_S253","Tabula Muris Senis (bulk RNA seq)","Brain_7","Mus musculus C57/BL6","1","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9126836","SAMN11855169","Illumina NovaSeq 6000","Brain_7-m-1"
"K14_384Bulk_Plate1_S254","K14_384Bulk_Plate1_S254","Tabula Muris Senis (bulk RNA seq)","Heart_19","Mus musculus C57/BL6","1","months postnatal","f","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9126841","SAMN11855170","Illumina NovaSeq 6000","Heart_19-f-1"
"K14_384Bulk_Plate2_S254","K14_384Bulk_Plate2_S254","Tabula Muris Senis (bulk RNA seq)","GAT_29","Mus musculus C57/BL6","27","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9126842","SAMN11855171","Illumina NovaSeq 6000","GAT_29-m-27"
"K14_384Bulk_Plate3_S254","K14_384Bulk_Plate3_S254","Tabula Muris Senis (bulk RNA seq)","NA9","Mus musculus C57/BL6","NA9","months postnatal","missing","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9126839","SAMN11855172","Illumina NovaSeq 6000","NA9-missing-NA9"
"K15_384Bulk_Plate1_S255","K15_384Bulk_Plate1_S255","Tabula Muris Senis (bulk RNA seq)","Lung_38","Mus musculus C57/BL6","6","months postnatal","f","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9126840","SAMN11855173","Illumina NovaSeq 6000","Lung_38-f-6"
"K15_384Bulk_Plate2_S255","K15_384Bulk_Plate2_S255","Tabula Muris Senis (bulk RNA seq)","BAT_31","Mus musculus C57/BL6","12","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9126832","SAMN11855174","Illumina NovaSeq 6000","BAT_31-m-12"
"K16_384Bulk_Plate1_S256","K16_384Bulk_Plate1_S256","Tabula Muris Senis (bulk RNA seq)","SCAT_35","Mus musculus C57/BL6","6","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9126833","SAMN11855175","Illumina NovaSeq 6000","SCAT_35-m-6"
"K16_384Bulk_Plate2_S256","K16_384Bulk_Plate2_S256","Tabula Muris Senis (bulk RNA seq)","Spleen_17","Mus musculus C57/BL6","3","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9126651","SAMN11855176","Illumina NovaSeq 6000","Spleen_17-m-3"
"K17_384Bulk_Plate1_S257","K17_384Bulk_Plate1_S257","Tabula Muris Senis (bulk RNA seq)","Kidney_10","Mus musculus C57/BL6","9","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9126650","SAMN11855177","Illumina NovaSeq 6000","Kidney_10-m-9"
"K17_384Bulk_Plate2_S257","K17_384Bulk_Plate2_S257","Tabula Muris Senis (bulk RNA seq)","Kidney_31","Mus musculus C57/BL6","6","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9126654","SAMN11855178","Illumina NovaSeq 6000","Kidney_31-m-6"
"K18_384Bulk_Plate1_S258","K18_384Bulk_Plate1_S258","Tabula Muris Senis (bulk RNA seq)","Heart_14","Mus musculus C57/BL6","18","months postnatal","m","total RNA",NA,"190214_A00111_0269_AHH3J3DSXX__190214_A00111_0270_BHHMFWDSXX","SRR9126653","SAMN11855179","Illumina NovaSeq 6000","Heart_14-m-18"
